Frequency (Hz)	Level (dB)
553.134155	-73.683266
553.807068	-72.406876
554.479980	-72.485840
555.152893	-71.537903
555.825806	-71.236717
556.498718	-71.264030
557.171631	-71.210541
557.844543	-72.187126
558.517456	-75.710114
559.190369	-74.517891
559.863281	-72.522484
560.536194	-72.841545
561.209106	-73.232544
561.882019	-71.735336
562.554932	-72.714546
563.227844	-72.659096
563.900757	-71.952301
564.573669	-72.098007
565.246582	-73.468636
565.919495	-72.588646
566.592407	-72.676315
567.265320	-71.598099
567.938232	-71.170837
568.611145	-70.484337
569.284058	-70.779411
569.956970	-72.487251
570.629883	-71.706604
571.302795	-72.091576
571.975708	-72.269943
572.648621	-71.022530
573.321533	-70.769104
573.994446	-69.639061
574.667358	-70.969887
575.340271	-71.089478
576.013184	-72.206993
576.686096	-70.632851
577.359009	-71.172638
578.031921	-70.462334
578.704834	-73.031693
579.377747	-70.892090
580.050659	-69.561066
580.723572	-71.588814
581.396484	-69.709618
582.069397	-69.784790
582.742310	-70.285835
583.415222	-70.842873
584.088135	-71.226501
584.761047	-68.998810
585.433960	-69.216705
586.106873	-69.012589
586.779785	-68.617844
587.452698	-68.396057
588.125610	-69.980537
588.798523	-70.237251
589.471436	-70.076897
590.144348	-70.448387
590.817261	-70.416199
591.490173	-69.276787
592.163086	-69.273689
592.835999	-69.119896
593.508911	-68.244026
594.181824	-67.822128
594.854736	-66.849083
595.527649	-67.379097
596.200562	-67.908943
596.873474	-67.813797
597.546387	-68.373444
598.219299	-68.040443
598.892212	-70.189720
599.565125	-65.688835
600.238037	-67.175751
600.910950	-67.661819
601.583862	-67.276566
602.256775	-67.911621
602.929688	-64.467911
603.602600	-64.705811
604.275513	-66.252373
604.948425	-66.353981
605.621338	-64.859581
606.294250	-67.598663
606.967163	-66.093033
607.640076	-65.799042
608.312988	-64.176697
608.985901	-65.932625
609.658813	-63.982872
610.331726	-64.280098
611.004639	-64.287994
611.677551	-65.147911
612.350464	-64.577835
613.023376	-61.984787
613.696289	-65.008820
614.369202	-65.060387
615.042114	-63.824200
615.715027	-63.818859
616.387939	-63.556576
617.060852	-64.168900
617.733765	-63.733250
618.406677	-62.195992
619.079590	-62.462208
619.752502	-62.602570
620.425415	-63.535294
621.098328	-62.146214
621.771240	-62.095642
622.444153	-62.989010
623.117065	-61.549282
623.789978	-63.257130
624.462891	-62.778069
625.135803	-63.891327
625.808716	-62.130852
626.481628	-61.519249
627.154541	-61.290215
627.827454	-62.057316
628.500366	-62.575401
629.173279	-61.805046
629.846191	-62.493977
630.519104	-61.993473
631.192017	-61.759708
631.864929	-62.540882
632.537842	-61.683933
633.210754	-61.887077
633.883667	-61.442913
634.556580	-62.405445
635.229492	-61.534340
635.902405	-61.189705
636.575317	-63.551327
637.248230	-62.524601
637.921143	-62.405602
638.594055	-63.028244
639.266968	-63.888309
639.939880	-61.893639
640.612793	-63.691105
641.285706	-64.992432
641.958618	-64.010849
642.631531	-63.727650
643.304443	-62.794437
643.977356	-63.748859
644.650269	-62.786476
645.323181	-63.558708
645.996094	-64.363724
646.669006	-62.840221
647.341919	-64.020782
648.014832	-63.466408
648.687744	-64.077339
649.360657	-64.683678
650.033569	-65.721390
650.706482	-65.375038
651.379395	-63.207127
652.052307	-64.030243
652.725220	-64.710510
653.398132	-65.999405
654.071045	-65.293190
654.743958	-66.135872
655.416870	-65.135239
656.089783	-65.855072
656.762695	-66.016663
657.435608	-63.304146
658.108521	-64.525955
658.781433	-65.573914
659.454346	-65.286186
660.127258	-65.930069
660.800171	-65.523071
661.473083	-65.390236
662.145996	-65.781525
662.818909	-65.358223
663.491821	-65.075249
664.164734	-65.725548
664.837646	-67.940712
665.510559	-66.509155
666.183472	-65.076553
666.856384	-66.145485
667.529297	-64.582397
668.202209	-65.937775
668.875122	-64.954498
669.548035	-65.046249
670.220947	-66.250275
670.893860	-65.729393
671.566772	-66.161430
672.239685	-66.145699
672.912598	-66.682625
673.585510	-66.374725
674.258423	-65.131447
674.931335	-66.129402
675.604248	-64.322563
676.277161	-67.113022
676.950073	-66.229454
677.622986	-68.276558
678.295898	-65.917160
678.968811	-65.686798
679.641724	-65.526077
680.314636	-65.464897
680.987549	-66.507919
681.660461	-65.396828
682.333374	-66.815857
683.006287	-67.618713
683.679199	-65.473541
684.352112	-67.177551
685.025024	-67.968216
685.697937	-67.272041
686.370850	-67.356239
687.043762	-68.585762
687.716675	-68.376549
688.389587	-67.011620
689.062500	-69.040009
689.735413	-70.778625
690.408325	-66.660194
691.081238	-67.430214
691.754150	-66.522766
692.427063	-68.151138
693.099976	-68.581963
693.772888	-68.004166
694.445801	-68.707985
695.118713	-69.760406
695.791626	-68.244995
696.464539	-68.763298
697.137451	-68.877106
697.810364	-68.073204
698.483276	-68.133568
699.156189	-67.211998
699.829102	-67.266418
700.502014	-69.944046
701.174927	-68.776192
701.847839	-67.771164
702.520752	-70.455315
703.193665	-69.761177
703.866577	-68.238144
704.539490	-67.617989
705.212402	-71.436188
705.885315	-69.333511
706.558228	-68.958382
707.231140	-69.979698
707.904053	-69.553223
708.576965	-69.865044
709.249878	-68.732140
709.922791	-70.169678
710.595703	-69.601151
711.268616	-69.488556
711.941528	-69.379974
712.614441	-71.518394
713.287354	-70.429497
713.960266	-71.166100
714.633179	-70.034523
715.306091	-69.889153
715.979004	-71.164093
716.651917	-69.451729
717.324829	-70.365410
717.997742	-70.387093
718.670654	-70.563049
719.343567	-71.153381
720.016479	-69.894135
720.689392	-71.446709
721.362305	-70.814621
722.035217	-70.635422
722.708130	-71.114235
723.381042	-70.390045
724.053955	-71.363663
724.726868	-72.553810
725.399780	-71.292435
726.072693	-70.307549
726.745605	-72.215637
727.418518	-69.722542
728.091431	-71.160378
728.764343	-70.019707
729.437256	-70.402847
730.110168	-70.176765
730.783081	-71.033112
731.455994	-72.183502
732.128906	-70.574112
732.801819	-70.166428
733.474731	-69.094124
734.147644	-71.219368
734.820557	-70.106903
735.493469	-69.356827
736.166382	-71.264877
736.839294	-71.333069
737.512207	-71.625732
738.185120	-70.136925
738.858032	-70.630882
739.530945	-70.937523
740.203857	-71.539680
740.876770	-70.620911
741.549683	-70.953209
742.222595	-71.994102
742.895508	-70.103958
743.568420	-69.857368
744.241333	-70.266136
744.914246	-72.296127
745.587158	-71.747681
746.260071	-70.222214
746.932983	-71.576073
747.605896	-70.192711
748.278809	-69.166656
748.951721	-71.284454
749.624634	-70.670570
750.297546	-70.970161
750.970459	-70.293694
751.643372	-68.396255
752.316284	-70.926811
752.989197	-72.104538
753.662109	-70.705551
754.335022	-69.800331
755.007935	-70.120888
755.680847	-70.771530
756.353760	-71.042046
757.026672	-70.787788
757.699585	-70.457253
758.372498	-70.469711
759.045410	-69.555321
759.718323	-71.193024
760.391235	-70.282326
761.064148	-69.269386
761.737061	-70.728981
762.409973	-69.972923
763.082886	-70.471809
763.755798	-68.459457
764.428711	-70.062302
765.101624	-69.812431
765.774536	-70.206253
766.447449	-68.262863
767.120361	-68.927063
767.793274	-69.665871
768.466187	-69.017609
769.139099	-69.548309
769.812012	-69.340012
770.484924	-70.570366
771.157837	-69.397476
771.830750	-69.072372
772.503662	-72.701149
773.176575	-69.556656
773.849487	-70.666061
774.522400	-68.914406
775.195312	-69.845047
775.868225	-69.525917
776.541138	-69.481247
777.214050	-68.544739
777.886963	-69.111282
778.559875	-68.815109
779.232788	-70.779404
779.905701	-68.916985
780.578613	-69.704346
781.251526	-70.701492
781.924438	-68.594162
782.597351	-70.156219
783.270264	-67.449585
783.943176	-68.084984
784.616089	-69.391579
785.289001	-68.700775
785.961914	-68.162086
786.634827	-70.536385
787.307739	-69.547127
787.980652	-68.822830
788.653564	-68.873459
789.326477	-68.974693
789.999390	-68.326569
790.672302	-67.436798
791.345215	-70.367645
792.018127	-68.462379
792.691040	-67.378281
793.363953	-68.161858
794.036865	-68.503174
794.709778	-68.645714
795.382690	-67.241905
796.055603	-67.507683
796.728516	-68.470520
797.401428	-67.739304
798.074341	-67.873604
798.747253	-68.960869
799.420166	-67.646072
800.093079	-67.122322
800.765991	-68.311234
801.438904	-68.849495
802.111816	-67.856285
802.784729	-65.914253
803.457642	-66.688301
804.130554	-66.558342
804.803467	-68.456802
805.476379	-68.033562
806.149292	-67.950195
806.822205	-68.014175
807.495117	-67.378807
808.168030	-67.116600
808.840942	-67.794930
809.513855	-66.215637
810.186768	-67.036461
810.859680	-67.896828
811.532593	-67.905548
812.205505	-67.412491
812.878418	-66.758667
813.551331	-67.654053
814.224243	-66.058601
814.897156	-66.732033
815.570068	-66.859573
816.242981	-67.234848
816.915894	-68.163933
817.588806	-65.049088
818.261719	-67.805672
818.934631	-67.623230
819.607544	-67.114906
820.280457	-67.846199
820.953369	-66.852470
821.626282	-64.821976
822.299194	-65.735336
822.972107	-66.533989
823.645020	-66.619209
824.317932	-66.281273
824.990845	-67.184593
825.663757	-65.996803
826.336670	-65.232750
827.009583	-65.303596
827.682495	-65.939995
828.355408	-65.526878
829.028320	-66.825592
829.701233	-66.322105
830.374146	-65.148903
831.047058	-66.741951
831.719971	-66.400024
832.392883	-66.360909
833.065796	-66.837509
833.738708	-66.901756
834.411621	-65.857056
835.084534	-66.090225
835.757446	-66.446053
836.430359	-65.530540
837.103271	-64.625153
837.776184	-66.127159
838.449097	-67.336739
839.122009	-66.337509
839.794922	-66.592682
840.467834	-65.191551
841.140747	-64.340546
841.813660	-66.657021
842.486572	-66.151550
843.159485	-65.889854
843.832397	-64.883080
844.505310	-64.617157
845.178223	-67.835579
845.851135	-65.097450
846.524048	-65.549889
847.196960	-64.827843
847.869873	-65.337051
848.542786	-66.752937
849.215698	-65.679886
849.888611	-64.983818
850.561523	-65.266068
851.234436	-65.669441
851.907349	-65.520432
