Frequency (Hz)	Level (dB)
230.809021	-56.856995
231.145477	-56.914341
231.481934	-57.767952
231.818390	-59.792698
232.154846	-57.434860
232.491302	-56.520111
232.827759	-57.949581
233.164215	-57.082993
233.500671	-56.809208
233.837128	-57.828365
234.173584	-56.072441
234.510040	-55.338306
234.846497	-54.467663
235.182953	-50.592262
235.519409	-45.235096
235.855865	-45.677639
236.192322	-52.714645
236.528778	-55.203583
236.865234	-55.484764
237.201691	-54.631744
237.538147	-58.079933
237.874603	-56.067471
238.211060	-57.874493
238.547516	-55.474590
238.883972	-56.808498
239.220428	-57.483643
239.556885	-55.329300
239.893341	-56.857464
240.229797	-56.366112
240.566254	-58.547691
240.902710	-57.436256
241.239166	-54.912025
241.575623	-54.765755
241.912079	-54.931133
242.248535	-55.896236
242.584991	-56.304947
242.921448	-55.338493
243.257904	-56.120251
243.594360	-55.822315
243.930817	-54.240589
244.267273	-54.352844
244.603729	-54.173462
244.940186	-56.230873
245.276642	-55.700237
245.613098	-53.976574
245.949554	-55.240932
246.286011	-55.861778
246.622467	-54.374378
246.958923	-53.236835
247.295380	-53.416119
247.631836	-55.847828
247.968292	-57.982018
248.304749	-56.048790
248.641205	-57.687870
248.977661	-57.149590
249.314117	-55.583046
249.650574	-54.277462
249.987030	-54.804901
250.323486	-54.250767
250.659943	-57.224804
250.996399	-56.795517
251.332855	-57.296658
251.669312	-55.855923
252.005768	-54.820004
252.342224	-53.869919
252.678680	-55.673809
253.015137	-57.887642
253.351593	-53.384430
253.688049	-55.397495
254.024506	-55.148174
254.360962	-55.878204
254.697418	-53.637024
255.033875	-54.891747
255.370331	-55.325974
255.706787	-54.266735
256.043243	-54.519207
256.379700	-55.242325
256.716156	-56.109512
257.052612	-55.196274
257.389069	-56.538052
257.725525	-54.136688
258.061981	-53.718742
258.398438	-53.472893
258.734894	-51.658840
259.071350	-47.944614
259.407806	-46.946701
259.744263	-51.629929
260.080719	-55.362049
260.417175	-54.679607
260.753632	-55.773518
261.090088	-56.192654
261.426544	-56.221874
